Geneid	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9
e713bb7c521eade48d50353789af26e5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
f3b0f6f355e7f6386a7baed5c69599a5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
b09169355e9fbac447b8af949b195542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
f3ba9e20f95bc74b1ca759b499a1237a	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
0ca6496b2d833385af9e960f6254b027	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
cf3ae5a76d3ae05148c5ab86e3c8db10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
1ff17f82c927e2d847285f16eae01c5d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
febfdcd6a9abee0c20832b99f0ce89d1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
4295f113ec603ad7d685532593bf8e1c	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
513fdd8e12ef836a90898ddda46b613e	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
885f2188829cd0369abf6296f6deeb6d	0	49	0	0	0	52	48	43	55	0	0	0	0	0	0	0	40	0
c00c900ad501d4b0f7350a8c6a1948da	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	23	0
f4c3bad6edb337286ca22514724e8706	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
5484a2ee7852298fe7822cc170d22cdf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
27913a7fc89cb8ce0d43e746c56ba289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
56a2ff8b1be8347e31db35f80632c445	0	0	0	12	3	13	0	20	1	3	0	8	2	0	0	14	11	0
a0cfa127244e51a303e5992baacfa3d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
9821f7226ff29addadefde6b46856a89	0	0	0	0	0	0	0	0	0	0	0	6	0	0	10	0	0	0
7d4d7ff383aee1ee197218c5bfeb84b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
e4b71ac25c1e16f47a9f5c740131c00b	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
53a184eb29f37e9a84c379a6258db373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
c0a2e197e9fcf758800965ccc467c9e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
8004799b499b0b92238754e53aebdd0d	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
e030fff4cb729efe0a013e2841b6e821	57	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
749d00f8439ed1e8a46c539257b3ccd6	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
102625f26a9be5149d74fb9c32409cc4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
a5b15c73f2f2d510dfdb7e67b64c455f	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ab85c00e7618f268fa0237c946e3197e	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
742cfe72d7d47f748196137f0a57552e	0	0	0	49	0	0	0	0	0	16	0	41	16	10	38	0	0	0
4a5c8a8fcaaf64ca2b74ac9140c6bbce	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	8	0
ccb1783f320eebca78fca0f7c8cc8ced	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
7f93ad1be8083b7de5ef9296af33e175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
17016b74370490c88ed0bee221416315	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
a148791cfa1cfa0a25ac07a52176632e	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9be0dd9f08afe4f2b9dc668901ce85b1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2de6b0e0388c677452b73bd8d0f93b7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
cc0991069fcbf659a18863b0da63acc0	15	94	0	78	32	78	79	118	193	0	0	36	43	39	0	31	0	0
71f8011215f231ad72d976fd42c85e70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
8628470fc868f612cf737439da0cabde	16	0	0	0	0	0	28	120	0	18	0	0	0	0	0	0	0	28
18f5302ad6f4736c803ea5e97705b078	19	0	0	20	0	0	0	0	0	24	0	46	21	0	12	35	28	20
8026b72c6cb9d0a703a763cd779c60ff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
6159f4dc0ccbface7e849d6f71eca0c4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c80cccbf65c221ba891e32acb4476319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
796213993de0268f0c763d5ba14e247d	0	44	0	0	0	0	52	0	0	24	43	0	0	0	23	0	21	0
4d3e422cfd643bd089f106c8eab08f3b	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
3931dc5472e12f18721b566f31dd6a41	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
290df07e5527ed107040d36aeffed365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
9a7935ea70969f635aed2a8ebc7ba97f	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ce3257fe817a42f860a1c9063f9266ec	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
85f234d5af658f7c33120c8f5f3ca171	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
9b41da6f641447cc6c36afefac0e6cb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
a0da90bd03b51cfc762c9cabd48ebb9f	0	0	0	0	0	0	0	0	27	14	0	20	0	0	0	14	0	0
d4ed661d412e44c63ca16e9efaa47903	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0
324b0f6598e5c1e280f6569e853f6271	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
5f9bf0fc36110afcc2edc301897ffd75	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
fcba31f3e2a4072baeab62f3129e00d3	36	0	0	41	0	24	0	0	7	0	0	0	26	0	22	34	19	29
34a09e50116152ab7bdca3f4b9dcdbfa	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3fca5a718e6b0cb5134bd22a0926d4d4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef4921458bf1f753edd6d28c40949927	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
7ef58281e9fd885fddc3c490aced05fc	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
4a5d07bec09878090c3c832adf9d19bd	0	0	0	0	0	0	0	0	0	35	0	0	48	0	8	0	0	0
4f6465b4beac9555938c18c156f2f50e	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
6e45354d7a91d81118bb204f13d9cc1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
1e8e438a7d76b5c2c347cc9a7a39263a	62	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	18
25fc758bf025a2aeaf3367e6962e5d26	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
007aae92f30c8343a9074dc9e7d5fdb8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1d7b8428def56de06733e92fa48f51c4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
772d9e98d0db94106f60a7193566d44c	0	0	0	0	27	0	0	0	0	0	0	0	0	20	0	0	0	0
3db873f490b6263f0ce77b5c36eb0a4e	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	9	0	0
1c4fc3b8142f915f3ec38e6de8c3b23e	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0
6833bcbc865f07b65f29c58c4cb633bb	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
21eb1e40986fdecbcca322b59530a606	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
3eca5adeaa5d0bcdbc1f582d401bc0c9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
af03149949b139dd4472dfe1726dc16a	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
f1378489a864acc1a749c8ff5534e2b9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
4dfd0c5822d15b40b41cc48eaab1e40b	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
8e12766e09397beffa7c07bf8d90a56a	0	0	0	0	0	0	8	9	9	0	0	0	0	0	0	0	0	0
bda311b1e44a1692b53a922caeae0556	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17fff6d6333caaeb79b20ca30435862f	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
84bb096a634e8c9c2fbe87a148729e09	27	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46faf9add2eaceef4883fd24de1eb88d	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
b3b3296ba8bc0ffecbd1b1da3dfb22f1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5cded2543aa868ebc9f4dcdf4bfc785b	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
211af9f44064a436cdc7a3fc86517fef	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f4a81bf0a28cb1829055064d2772616	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
b1f3c49b0bfbb7c8800c97407a3ea3a3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1eb4f943ca7a073602a5996c265a6e58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c362e3722189402944dbab917a7d3b2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
4a30f28f7ba8711c4a1fba8901a966fe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
064dcf5347ac5ddda5ad7427ff301c08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
0c93f1de25fcfeb5e1f21ddb52497993	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237c0e0395ce26a3e7c68503c116934f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
d3e7ab5d9040cdfa6705a8521d21391f	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
7c2f8eb598e5ca441b31814d36add675	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4b8c0ec484bc1b56f4c92fe6e833e283	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
4967219779715e5fd75198baf2062107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
702fad43a393fe8125d3afd2c237318e	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
fe9f1114e3b1e1dba7f2db6686fde17f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
c637b16a87030033ec0e0522984b5f95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
edbc25147a52cc00c22aa4f028ffebeb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
9393046155c351d387026ca33eec2d87	7	0	0	0	0	0	0	0	0	23	0	0	0	0	17	14	59	33
a473c8e42839857c73c2ce693b3e21aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9625c2731355139edecac57bd0a6a08f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
c8419368e904f97dce386dd10df82d29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fda189db22f64217eab0b34486f57536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
028f84564b330fc21950df753144f0c4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
d5a82be524f83e6a77d60a05ad86187a	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc4c4fd0796d614f592655047e242245	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
19289e183113d5bea1e54c83b99bfca8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
7e553d945110fa50987b1d318b19f4b0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	4
e24e03bd185ca7d938b7a3318c2aed62	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99577eaac337e5040be431a185dece9c	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
e829c13cbcdfcb0925724a2f05897ed9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a0f7b139c4693262b0f6cec55529cc91	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a76dded54e5a377973dfd42c41c4790d	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
2dbeec4dee10ae9a2b3b72a47246639f	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
b1353daeb088e0831dcc436b437f04be	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
adab7cb0a54d14e99dcc2381de17b28d	0	0	0	0	0	0	32	8	19	0	0	0	0	0	0	0	0	0
e2f31ebb25f966a867b5f5c5731f5757	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
8a216874c5b678884afd9ca8c46c0be0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
b998c78961d6f7837bf2dfc128ef0365	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
932fdd274ebcfddd97fdadf4c3c8e5d0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f2eb5ba1da3bf41d0ca182e80dbccd20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
449f4b78196d25ce949763761f6a957f	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d9f16eea417cabc6c532d95f79d3ed7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
7c882b803b9936688299d04f96f194d2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a77d5f0c43747a91739c9354f84551e	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
8e2d38e60b1ca88478dfbeae5603be66	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f3b93c6a924a957a4b11934e8b70e44	0	39	0	0	0	22	34	82	100	0	0	0	0	0	0	0	0	0
5de8244ba1302f5c4ef2bb68098d0fc2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
3ee2ba8d95edf0d37561cd9e060a9d98	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
5b994ff6396237579a4db717a541fc5c	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
4acd2ee7459c86452c0de5e7374e611b	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
ab80199314f135f17d620951a5dc6822	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
29715f69faa78627a3b7bc8b5b9562ed	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
a6cf192dcba9d619127bb9bb0d7222de	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
c87abee19d29623a6f4b977ea50d0724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
d2a70f20c1f022eec301e20227020ead	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
bf4050f95ebf39af58669d5bec4f8917	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
7d8e04d603a59bfb055a9bcb112bbad5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0
7036b19c738ebd1bd8d2a3437969b922	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
452d26beb04bd371c0ae83e7ff97eae0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ed621e1bd0476a45b3ec5a3ee5987c6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
e900350bd22f386871f8513769ed1ea5	0	0	0	0	0	109	19	0	0	0	0	0	0	0	0	0	0	0
9d222ffae7d32bd6672f742a4940aa40	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
841a0d8f1e8446af76e666c480b2267a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ccf432d86361d30f48dda985f5300d5e	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
db04bba75c754225a822a0a94fdb3fdb	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
05f43e37ebd8c2d6f03e7bde6865bb55	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
983acf073f6ef170984b2104d6e8515e	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
58a8f308526916bbe8f4501ff538f728	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ec67ec032f6931809e1943549ee2e73f	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ecdb3d8ce93ed56f641f97ac1edc83ee	0	0	0	59	0	0	0	0	0	0	35	0	0	0	110	80	50	0
555369b42ef455ef8bbe0cfd9908fc1f	1	0	0	0	0	0	0	0	0	0	0	0	16	4	11	0	0	0
a918c3dfe735c3a45abfed4f1c053648	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43dcba2b594ad71e7e6798fde58e74e8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e0763cc91b156585ebfc297644c58b89	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83fbc3b9081ed318566298f4f3582d03	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1af0883643faecbd3571a18c60658a0b	0	0	0	0	7	4	8	0	0	0	0	0	0	0	0	0	0	0
0cad92c859bd79d8714ca3c15283a32b	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20cf09df6405611788790f23781b3e88	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e710bbcae8e047e9631070d1b7a2d31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d39692c9db46465fbbe23975c8ac09c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
34aa82aae4c7b108bd08b407f50b4122	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26a90a46c3653721506e61c46690f51d	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ff161fe28da37fda2bc39e0e0cccfb80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
4461ff113376bd92c04c83f1a8b4f4e3	0	0	0	0	0	0	0	0	0	0	0	0	0	26	17	23	0	0
a3bca017ec260b37c31b3be6c8b23155	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
5c9d45c08deb3a6cd9cf0725b1b00afe	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
70e2c81c33b789a62006cd76a9b4bcef	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
033fdc1731becfcaac66e6fe88316afe	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
56ab472161f5297e5179e8e4686cb1d6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e60e8df0a1d3105b89f0e855badd85bc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
31ab2417ea121f1de67f638b77c811a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
46a0dfd0203daa959868914f5d68d6fb	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
3213414f7fe22048e6dced0c7f0cd6b8	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
1da7c1de29bb0f5dacbb6fbbc0f2e0fe	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
224a9967ad1ad72693900fb4fce68c47	0	0	0	0	0	0	0	0	0	0	31	0	0	14	0	0	0	0
fe369604edd14b1bdb4ab0f2c7cbc3db	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67226dacca1e155eafba00bfa893a107	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
0644fdd881f31b80220a97b22a0efd6e	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
b37b01ae8653ea0ce2b543630cd3176d	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
8373461b4eedc83adf971b8621a2831a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d43a7cb680d4e3838464dcec3b1e8ed6	16	0	0	34	0	0	0	0	0	0	0	13	0	0	0	18	14	22
1f5486af6cfc963797863c056f363401	0	0	0	0	0	0	17	0	50	0	0	0	0	0	0	0	0	0
b2ceeb0d9b9d862eb7a9c7421190ed6a	0	15	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
af27187c49043d2c068201f527508113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
f68963e7fe27a15260b81bd9ffabbd2a	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
bcc5238f0bbaf6f0ceec9c1d1ff078da	0	0	0	0	31	0	28	0	0	0	0	0	0	0	0	17	11	0
bcbc852c856009010c88868bede30c2c	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
7973093c77220d17e4a6272d082e81a1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a0408519b5afbe07210e6e2670d9947c	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633d0af62d158232dcef4b0b88b5e80d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
7ebfd585db5cfb2b2aa53a78015ac8b4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
52cfc1f20cd5bbf0333091e358e0473a	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59e10bbf944c45dd7784153370a5187a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ff86eb90453d39d7ebb3868cef95ac52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
a2ecf77e9c9579e17ce19acd4e042d19	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
e2089117719046932e8b44c551597511	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d977c281fe71435e1dbca5d7fc18bd09	7	0	0	0	0	0	0	0	0	0	0	0	21	0	0	11	0	0
b8903b09fd45a7218f322b552617accb	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
d4bf8b1e9e909ec140a082c2207c5bf8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e50223f075296dff6a1a82dca19e9786	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
f4beb5f19583edbbfd321ac9fc272572	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
88a6d7b5ae559e066eb763127c266ec0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
1f9f1b4d7e3b31b8b91712aa91b3e1e4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
a11a81285f244f3b949246eb567d4630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
103da4a5004955d24d77f0b30b13dc8a	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
955a4ccfc52ab3d6a08f1a5cafd5f5d9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d272368787e22963a0a6cd5ff6026336	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
48a08a0e6c1eb218d6ac135286c93661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
7577663a4bd533b5b918b9c0fa53bea3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
b930786ef7a7cc1dcc00a1c5a7a3184b	0	0	0	16	8	9	0	0	7	0	0	0	0	0	0	0	0	0
2074283cd19cbb15eb0a49f94b7bfcb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
88044edb2f4fafe8dab900133bc461eb	17	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
7fbad7edafd6d90a9696123df1a8aa84	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
7521ff3718c6c590d34ed47ad8aadc5c	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
8f9d80cc0fe269cbef4e80a674d9660b	0	0	0	0	4	0	0	0	11	0	0	0	0	0	0	0	0	0
542acb1d1920eef071a106b3b3aa4e5c	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
909853d515a08be3a26efec327aba38a	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0
596b3fb5c49b7e88af6d110f4708643a	0	0	0	9	0	0	0	8	6	0	0	0	0	0	0	0	0	0
468428f756f2b72631ac32878a230703	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1985ef988d62d506802b190e38b09854	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	28	0
90f344cefaae43b4c85f145061ca9737	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c85c0c3b45101d53d7cfb2903c793133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
77939872ee59a4dcabaa122be636749b	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ce9a8b29044208a6881ab1a072a53272	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8e5b159bc965c3951af2a034679ab88d	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
7fe138bb66816e0bc567f7948150713b	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d0c2d1ac2b53dff5d68614da81b0c388	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
d6b4f372f514801f551fc0c5b5ae7c7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
39536c463a2485a8a6650df2fb8ccd7c	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72134cbf6c100d9ac8232572d12ea185	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
36f71e234fba0c50d14d371d2b2d3e3e	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58412833d76b74300544839fd1ecfaa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13bcb4bf26ac083a91575e0f763576e5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
84182cbe324e9790175fc84826ccefab	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
fced2a4e6eaf67a7e395c511a44bb54a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1d9c6755f1ae8832dc31dcfa96a6ae2b	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
