Geneid	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9
1d7cbe2adcdbbcb961b9c5523d5d9006	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
f2871ba757b3ba385db3738e2c6bc4a0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
187272639cf6c1a916cbc06f0e6e3c3b	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	17	0	0
0523906fa42593b4c39fbf12ea68e935	0	0	0	0	0	0	0	0	0	0	0	37	0	22	0	0	0	0
dacf1002daee8315eb6fd4d0996d2600	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4ad9f3f429baab86e18de24bae8e54a1	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
999d96d1e3206c976de0c2ac347fdeba	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5ca75a0a20b3f0354e4510d6be797f53	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
12961f173bd5268ddfc23d0ac301dac5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
35e454c67f4a647b88c6757555918099	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
a871bc44a82d43f6fea3ae62e603e023	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
f2ca35616d4f6c9c7e1cc3d5faee6b6a	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0
9f96d378be51a727b7255986d32c95b2	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98fa0a7e58d1bcf724cd6b86b12da70d	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
35d4c76c18b61aa85d839f03d8277f61	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
9acfa0e2c4c2cc4d78056878e7ec7284	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0
b843ea76a4768af59844945989b81704	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
b797d642f75b878cc4f3c9aea1b5864a	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
843de83756e9a5d6e90c829553266089	0	0	0	0	0	0	0	0	0	58	0	40	70	0	0	39	0	0
5bb43b6012db23006f1ceaf24fcc3cbd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
e489043092d65ef3152dec4afef87df5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
3549baa5784f3c41cf2fb50d54476ef1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
f9c7be92aaa7f5126a46ce62454ca98f	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
eb049f1f59392fbe872ce566e3ad6b6d	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
49e447cfcdad419c0b3154afed7ebc15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
938837f6df2be4ab7095662bd3ac7d63	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e685e9d843bac8f6bfd9ea270d0a422b	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
4845e5b44930ccdcf517b188e96bf86a	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569d41ca8bf270f0b9439d58171fe7e2	0	0	0	0	0	0	1	4	5	0	0	0	0	0	0	0	0	0
c3ef2599d696a0269ea600c233d444f0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e5adc9433c779e468170dad5a4383680	0	0	0	0	0	39	63	0	0	0	0	0	0	0	0	0	0	0
c8732d38c08c3d7c04b548afe0931cd3	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
099ac84bb92d084612532940504a5d90	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
1576a54040a3c4a7091e96987429f53f	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
5c06ba3f23ff5b2b27ae72e5628489bf	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
325f9f35751ccc481ee1cc42703ae16a	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
cb3d6757ddc545512d5fc6641195cac5	0	0	0	0	0	0	0	0	0	0	32	22	0	49	19	0	0	0
cf16d5fcf2e2aca47c266e1189046c9c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
47d5ac2b4a95a34ff567f283b2678db4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
20c6d1a8beb506ee071ce1bf2fc094b4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
67cabb8f7ae7ab22ff6601931eaa1cc8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
1f3324f9eae3648c938591ec372fa81e	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
7eddfbc268f22a624d2332e4ebee6b37	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
a18f3aaf23c227e266c65d50688fd21f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
9dd34b3ed044c19b82448f10feb8f115	0	0	0	65	0	36	16	57	22	0	0	14	0	0	0	30	42	20
9a084950fce9a6f44220b29d2b491495	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
d27ebff2b8ec2cfdcee35a20056b1818	0	10	13	0	0	0	14	28	30	0	0	0	0	9	0	0	0	0
f34239b152b6efd9dc2feb861add3e3b	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
bc22f086b887c1a77f0e7630a9c5ea2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
9b927bd40e1bcb2b6518fddec5e5b0fd	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c03243696b86089d0e5ecd3949ecb64	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
a50e1e4df0f6f38f35f0f98df9134263	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c449688a0c7e391133bcc9e83f9542aa	0	44	61	22	34	45	114	51	18	44	74	0	0	37	56	0	50	0
95ec93ee9d72086af945537234ee9137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2465fa39ada44b6a0b1406aaeaf8ecf5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
15775a5e48dd05687fdafb7aaf0e8151	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
14c04f27cfb9c17d1dcbae4174ccc5a3	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
3e90f4a4da674fd0ac70407823eceab0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ad308f2a1d045aea2467c511738df510	0	0	0	0	0	23	0	48	37	0	0	0	0	0	0	0	0	0
b938bbb083fdcbcb85db5b5904fc2b12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8664630c6316f4b4da3e807c33b90eb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
a0d9d44870c5b0bb9a77ebc66a3cf58c	14	0	0	0	0	0	0	0	0	20	0	29	23	35	0	0	0	52
3df167fdec261f98bda35b4977df970b	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
a30b1e1b819c4d1142587f3bbd7384c1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	7	0	0	0
884b04932bb00c8e83702e706de0782c	0	0	0	19	0	0	0	0	0	25	0	0	0	0	51	36	0	0
bc5fd08aef2dc349a5fa13fcc1ccbb32	0	0	0	0	0	0	0	0	0	7	0	0	8	5	0	0	0	0
e0a2756b29014e26f792585773245c6a	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
27d6df0457345b2ec8e70798337d64ac	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
11b9269eb80788e1368758476b7fc00c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
65da1ac858085d8ca7c628405da4acdb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10
435bcf75d1dcd7f9b04819268d945f41	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a5f2cb62fe35e8174ef2423ffefbc8a6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
37a05e295fbf9bc5480f54654e11f4a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
10d5eb83a6c992f53e8ff0034ee35ada	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a832f87baa4febf226077087b76438b1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
5272f338952fee6b4789b20ae819dbc3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2685a0fd1c3f89f296e2f631f833b3b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
fa446cfecb0bfb8a59f05d5f2800129b	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	26	0
9204a6f62956cd2133e453e69df2c533	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
c46518a98ab64cb89ecacd2ece6e8406	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
fe53b48638ac57ae8a303457ddece5e8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1d511be905c2ff88de81bdd7b5c93794	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a746c17c7f2f907c3a9fe84b6f44056e	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
423965ea2c0a881d5bb9524d7d56fc05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
a979eacc1e6ea7f8ba05f3ec1578a472	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
25681a24e4883ffcf094019f363de945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182
8b3d939e22f479b05cc212d5c5fcb76a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
985a417cefe096825666d27a2ee506fa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
b512509ce3805d39261be6734cbda37c	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	16	0	0
c7686d7c1e4da4576dc2b0fae57d0e46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1ac5168d25c4fd1d57b45bebff37c051	0	27	0	30	25	45	75	48	22	0	0	0	0	22	19	0	0	0
5e4d10a88868195f5cde9a3560715a13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
a2e28bee5f60dd1b6cd5df1781977571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
39c06201eb52347122998f2ea2674e79	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
9eb05f24fc4dd83652f4fb45269ac186	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f3510c6cd2d3bd0dc238b879eb8ebcae	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e4182de8947a8c789769b7f1ee8ef41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
35ff497ea3a7bd262ae881bffdfc62e0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
a63002773d4bb4fcf4407a39e49a5ba4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
db256fc6b5f8ab105eff11dbf915665a	0	0	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0	0
d71bd2f7397281048181d554d82e6ca0	4	7	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
d8a0a03e4d0647c5ce0b95b0f3cee251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
cfabc6bff833e04d21296e7b4d3304f9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
947aad92cd896e33a27664ffe131382a	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25a3226cb2e963b2976320c0a3e2eb51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
01c4828265c15a4b2b22310d2257a81f	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
32f2f52c101c86c1d06eba866e6504fd	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0
ec95b886871ddaeaf12046cdc685e57b	13	0	0	14	0	0	0	8	0	0	0	16	0	0	16	35	0	0
1321d1b9ab827a845c48d80122a8fcea	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
efa016b1da74e23aee8e4e21e749e25b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6c3d1431c71d8902256988135f4905ab	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a4fc9868f94510ee182d72bd2bcd44d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
4d06a751bece25212843cdfb866049ee	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a9ad954d8f66398c50ed643771e7f6d8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b66aa42d4c4dd7f238cd7b5e003381c	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
671c6a40005297f811db575a49fa6648	0	17	0	0	0	0	0	7	0	0	0	0	0	9	0	0	0	0
27ef47b3e3fa23ab7ba613fc1ffa0740	0	16	67	28	0	58	0	0	28	0	0	0	0	24	0	0	0	0
0bf1c5aab6efa6cb9f649a221b2b137d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
1a022946ed35d9bb3eb9d7e2be00f774	6	0	0	0	0	20	0	0	0	35	29	0	23	51	0	0	0	0
38e3d7fc98b370cfb4d232c3d5f435d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
2eed9a71c590f177c8b33e539fbf971c	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0e7a55e464a8d108a84a506a7d18e018	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
3586856c577b93904e22c5ef802889ec	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3c743acc1b5315fbf201ab0cd0d384d5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
7ea142169ba195f11fc2d870b5b04550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
a82cbfc022d1c4ace533d7e1c45d8b8e	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
