gene_id,Kingdom,Phylum,Class,Order,Family,Genus,Species
c2c6b69ad00d959d3b7c4f99a9e920cf,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
30e6e5d02bca32d351af502b495c9aee,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
ce7ad3bf77a6c156eabaac8866b4c35a,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
8ada8a8eba8a8c7fccab216205996689,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
a1951847c54023091cc0f89c79275e2d,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
770155d89a4d2c9a3899e0c2d6583d1f,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
c5cf2c361cbaacee81be9c0efe67e72b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
3d6a2d90867b8152e815f1468e181435,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
405a018b8965fec4e6c2182bbd140a5b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
5a7f37ce73b0d96026f8a021051bd395,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
787373c71db48179a829b1268cf2acd2,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
8bcca7b7a78e3e41a8f06dc7a675ffe3,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
5d2e376c5d54b007d0a0e10e39e7e1cc,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
d7ceb9893f9d0ee6f459e49dff441ec9,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
d3a090efda515cf73f62c2922950fead,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
37820d42d79d0d69c153ddb6049193ef,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
36ca30525cc2fa306351bc49455ad0c7,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
1851ac6f6873ec57886fdd2880561269,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
fff7fa20e7043e2574c41199f43fd8ee,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
90b371676e94d45ba0aec58fa457f37e,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
7bf3faae44446c20af6d107ab89f073e,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
82445b84d4f46890120eddb788859e40,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
19cfa5b1e42d2c5546de148e6788a353,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
a3a4631d60dde949cba33077e216443f,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
d51d83522117787ebc3a57bd9242d4c4,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
927084f956874712933c7afa0eb28f02,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
f715f73bd19f5a4fed117b4ea5a784bd,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
2c7f8857aae323c760d9deb9a9059bd5,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
6efd604b3790fbd0947a6b767cae8ac4,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
b615399a08301aaf06f467ace4ab9f0c,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
0d969402061681cfaa46e51b04e937ac,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
19418efa363e8ebcc23c55626a9c7485,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
d4545e776ac03145c6960e90be652ce4,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
e24e03bd185ca7d938b7a3318c2aed62,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
98faee4df37cc7a5c3fccba0763bb76e,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
4dc53ff8537c99176c9ba41154f518f5,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
e77ee2cdbd909aaa35e6c5a1ceeb04af,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
d795edc5be3c8931cb16dbd8ce9ef86b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
066035930b156b9e4ea307952f2173ff,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
b553f4cb83621d5134a04936883f0921,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
7856f521f311b7d4f64c2c1ca8e6e47e,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
2260f2ee87375e82fd642bb1f3eb7b1b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
5f24f2598ee76d69264c706a2927c906,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
7ede13c81d3751baab3a13da8a1af4df,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
ae6d5a175f7759da2b22ff9dbd961530,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
3ca576ff8ed2dcbb83fb1ee070e7b21b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
9ea8c7cdd10af275955c66b592e8d04d,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
7ea31da045871ce3d4f381d82bc3c1d9,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
5d6fdcbe09f04deb583ffea7cc1d810b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
f52a4667be1f97d9927b9f5046794e4f,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
58ca1e765c4c6f28ede0a548ba2666a7,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
3ab69cc21ebd5ffed6ea1b602d606dcd,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
8b0eb20e471f9b54ee734165d2df6d52,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,NA
b9c12e5810f6fed9052c609b629c0c7b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,NA
98fdab9e1d52bb7874ee026e31f4e729,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,NA
feb876b28a2dccf772161f296f56ca94,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,NA
ee5ed665cb96d933b0ecef1fed6f16e0,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
3259de6e62cc97d62055bb80d3708f6f,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,NA
af6e8e3f3a2b0ae52d829101dbfe229b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,JG36-TzT-191,NA,NA
7a848a9feda9d466d024acc2330ff375,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
b86a926a5c448436552c738909ed1982,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA
adb945c543e25a06d7cc8704761b0d40,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA
6082ee5ac6e8272dca9afa70223e95d7,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
93792f1aab13be9898d087624b8eb750,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
0be11e1b1751ee94a82668c705aed293,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
70be1a3af417be57c6099531e04a6cbe,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
856ec6cdaaa840232fe98c96b61851e3,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
670632446118ecdbc83fbfe0697e68ad,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
116c58940be6a6647d0bf0b2ad8d90d2,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
6ede877ce94b70ac88e8073634b2316b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
3766194cd7fe50afd9ae710a91a0c313,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
4fa70eeec9cef5f24a70ef5ba4eee676,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
4388e8c03266e7e71cf844eb0e80dc75,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
5315a6d857b7e22473eb8316814e6c87,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
855ef5cd9bb3d6f75d29f17d193a8182,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
8e9357337dc9ac2c3d55b0c1cd4063bb,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
32a48364295268174d672c9168689264,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
5e55814a4e28ad1d5e352ef50a2e52f9,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
07221f4349e85e4d1aa80a9c542fd2c4,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
0100565916743f5f26ac5a7f87b8e776,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
d9ac2f4100874c6ac3b819ebda0058e7,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
d72b166a0d96972e57512989cb78a0ee,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
60b6a64a018954c6f1beff0541d34436,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
69ea5c32fc3c834e7c44ded4223cbc63,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
48c0726917377689bcc51839921beaae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
ba7c1ac79cb1081391777cd4eddc8e9c,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
e163206cfb364eb8f4c0cac1afd6a796,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
3549baa5784f3c41cf2fb50d54476ef1,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
2d192bd454c88ec3a4ea4005b01d7681,Bacteria,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga
a183b24c5211d90aaf96f2cb8f5e247a,Bacteria,Bacteria,NA,NA,NA,NA,NA
786f5a2b9b2781f53bf065c25d5754d1,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
529e70f642bfc7fe1d523ff9ae5be765,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
d692242f019a52fa0daf8a7f03f74871,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
a9c57ac4e447b91301848086eba4cc4f,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter
01b29360d046ebe6bda3f1f94bf2d029,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter
f369139f8a3216c6a80d227db1693856,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter
ebf07f7d1c392934e3ede22619e644d9,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter
0383bfac4b0a9606cbebe2cd3faf34fa,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter
823c07da3ac04c7e187b616d1de838d5,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter
f24d18cbeddd9770c30acf4111a9a5c1,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
5546d25f73b4e95c65a81df0ce9835ea,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
a8bb849e3dc76173547e3306d3e95faf,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
98e69808a98dd1c1e8bc9c9765e77302,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
36583199db7b8f23924b8e33534a2285,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
e143827c3059ee94932a7ffbda921f72,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
e71fce5a152bb137fc905811b9fabee3,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
de100e2727c93f9b170e1dd2e4bcbf46,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
d77c1f3dd5f796e9756bae702a224e7c,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
9cf3fe40d90bade3c8e924b1ad5ba3f9,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
90e615e2f34a01b495cff4c59308751d,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
b5b4b9fbfe0c6ba4cfdeb3d381786e80,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
81e3df38b24f1c9c9588577f1c4973e4,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
d098d773d2d65c9e3dc0b6413432d025,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
bb32588c49b8bbd259a55db3a8c9bbf7,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
ceed618a897c7deffa47271825155635,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
662140f369987e16434958a4593e27ac,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
d8d144f3d1264f2a06a344a7e61d6a53,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
4accc49735ad1177838fef9ac57bed1e,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
e58c368bde8d857d7e30304f7f0393e4,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
2d58a2bcf7ce0ef5ce2686526c0c2688,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
caf8ca35c2e52a7fa6399b3e7f5de5b0,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
6dc60f2b36e891b05acad8d2fdb2fd4f,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
9993f98779f6fa9a159bdbb7ba300a1c,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
13001dc0503b4dc6ecd5d6fc204dec7b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
8cf6fff6fa46f6aec16ff08118d76d4b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
8c3d84dd6d373dd18315821706657fe0,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
d520b0cbda5405a0b213e539bf867089,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
07413432a1f2aa052cd71119c60a2913,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
e9077f2445e8b1c9dd92bf648003e979,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
f95a9ea1417f1c704f38b0d052ccbb50,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
ae7a09767e443026113fc794b561f25c,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
069c9dfacc777606d753f72779f33d89,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
dc0c6e27a069f9c016d5bfbbab1a0754,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
b0c859293e1c6c3976816261c71f68dc,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
503eed32fce7740889e5bdb2094b30a4,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
02441f96e69ac20d707eff132ede95e7,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
e0ccf825ba445f38c41a5f3013946956,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
2b866e91e7de2fda483006eb3b71b9a1,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
c51dce84437fba8f021afb006a75f75a,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
d7f5b9be94c8a73ab89696b6dc26815f,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
733e461ed8ee907c8bb278620cd00e33,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
57e071734876b381225c876b034c3435,Bacteria,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
23badd68c6ae3cf76b05fcfa6a62b795,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
078e28ef3e50700512149ff9942647b7,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
a50e1e4df0f6f38f35f0f98df9134263,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
1e4eb82197c44a50cfaa2d74861b8a65,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
91615421b3256057f446b01bbdc97ef2,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
b3d81f30f742d0696311ace501e7c4ad,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
369cb74bb15915bfd809b09cb3489a05,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
0a1765931eabaadce77fcc248e70c163,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
bda110d8c27e5ef19f9713de5cbc453b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
36fe7a967dc401c870d065693554581a,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
a76f01d1859c14dd80b1d449b6e5797b,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
24d1675cc5a9da2d20665a9623394dfb,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
75ed2afe5e7c55369984c3bc688e0fb2,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
69e6c41e677ca2aa485d9c38d527adad,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
5553fce51725ca034a8c17cf6db04c54,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
8f773f408c6b4bdab45914d5b4cf96a2,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
8e806c8e1ad880b7b68e924ea71f0b45,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloterricola
95220e79fcc88af7f16ac429e26e6471,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
0a7c48629f377e0ebbd6ff22d6a861c8,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
477c96dfed46a89f3413a6a3b5449a17,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
7dd5b28a61bcfd3cedb80a22e84ccea2,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
974abce20fcbe5f2ad4b6dabffb3be70,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
0e64785c5410e60cbccac763b44a888c,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
964b42ff670076fb97585a8a6e3289f5,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
fa86f813402cbb388e0f2d03e28eaa96,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
625c4b4351a54280cf680d415bb225a7,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
a01bcaa633cd986a24befb871c59bde6,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA
4580c4f09efc3c8fae024237261275bd,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
fc3bfca6ad7f88ada258b7a087848855,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
a1d998d20500de0caf9e783427a926d0,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
041e8ff31a7d8f3dd9f2fc2c9e7f4967,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
3af47465fe39b4fce0848c1bbe8d9984,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
115adec28bc9939db5eb6674d5900624,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
02ff902a9cc9e1e08df72807a90c677a,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
